country_code,region,year,education_expenditure_gdp,student_teacher_ratio_primary,primary_completion_rate,school_life_expectancy,gender_ratio_primary,gender_ratio_secondary,gender_ratio_tertiary,gni_per_capita,public_expenditure_per_student,total_population,life_expectancy,fertility_rate,free_education_years,inbound_mobility_rate,outbound_mobility_rate
QA,Asia,2015,,11221.0,94.3687133789062,11.99582,1.00843000411987,,1.86222994327545,80370.0,,2344557.0,81.785,1.976,9.0,37.71261978149414,19.70689964294434
QA,Asia,2016,,11971.0,95.5435180664062,12.21823,0.993709981441498,,1.87425994873047,69170.0,,2477113.0,82.147,1.856,9.0,37.87921142578125,22.12410926818848
QA,Asia,2017,2.96745991706848,12435.0,99.1126022338867,11.90872,0.996039986610413,,1.89763998985291,60920.0,,2545820.0,82.458,1.834,9.0,35.2783203125,21.0477409362793
QA,Asia,2018,,12649.0,99.824333190918,12.02343,1.01025998592377,,1.90132999420166,63410.0,,2580734.0,82.714,1.756,9.0,34.20161819458008,26.80114936828613
QA,Asia,2019,2.80378007888794,13093.0,100.507362365723,12.30768,1.02991998195648,,1.88729000091553,65700.0,,2638657.0,82.945,1.731,9.0,35.29378128051758,24.57896041870117
QA,Asia,2020,3.2336699962616,13131.0,103.134178161621,,1.03399002552032,,1.88185000419617,57730.0,,2794148.0,80.409,1.675,9.0,37.45220184326172,22.01123046875
QA,Asia,2021,,13077.0,91.1789627075195,,1.02335000038147,,1.79261004924774,66970.0,,2504910.0,81.083,1.605,12.0,37.56620025634766,19.0107307434082
QA,Asia,2022,,13159.0,94.6478424072266,,,,1.78702998161316,71070.0,,2657333.0,81.857,1.739,12.0,38.51742935180664,14.88241004943848
RO,Europe,2013,3.06800007820129,50626.0,,,,0.98769998550415,1.20331001281738,9390.0,10.62756,19983693.0,75.0634146341463,1.46,13.0,3.487950086593628,5.267950057983398
RO,Europe,2014,3.12508010864258,50857.0,,,,0.995710015296936,1.20220005512238,9760.0,9.01498,19908979.0,74.909756097561,1.56,13.0,4.070980072021484,5.659120082855225
RO,Europe,2015,3.10695004463196,50098.0,92.9707489013672,14.63422,0.985080003738403,1.00037002563477,1.19077003002167,9610.0,8.65312,19815616.0,74.9121951219512,1.62,13.0,4.259739875793457,5.963200092315674
RO,Europe,2016,3.02559995651245,48591.0,89.260612487793,14.32149,0.987460017204285,0.997600018978119,1.19281005859375,9460.0,7.82649,19702267.0,75.209756097561,1.69,13.0,4.824950218200684,6.343279838562012
RO,Europe,2017,3.11820006370544,48009.0,,14.25988,0.986720025539398,1.0037100315094,1.18207001686096,10030.0,,19588715.0,75.209756097561,1.78,13.0,5.175079822540283,6.778930187225342
RO,Europe,2018,3.31918001174927,48935.0,87.9936218261719,14.275,0.991530001163483,1.00248003005981,1.1883499622345,11530.0,,19473970.0,75.3585365853659,1.76,13.0,5.40241003036499,6.967460155487061
RO,Europe,2019,3.56695008277893,48156.0,87.5534973144531,,0.990320026874542,1.00329005718231,1.2054500579834,12700.0,,19371648.0,75.6073170731707,1.77,13.0,5.675700187683105,5.854609966278076
RO,Europe,2020,3.58926010131836,47414.0,86.7099685668945,,0.99057000875473,1.00501000881195,1.21485996246338,12740.0,,19265250.0,74.2536585365854,1.8,13.0,5.993020057678223,5.80564022064209
RO,Europe,2021,3.32452988624573,47048.0,88.9321899414062,,,,1.2317099571228,14220.0,,19122059.0,72.809756097561,1.81,13.0,6.025979995727539,6.1285400390625
RO,Europe,2022,,47126.0,82.8644332885742,,,,1.23793005943298,15440.0,,19048502.0,75.1536585365854,1.71,13.0,6.276450157165527,5.703269958496094
RS,Europe,2013,,19014.0,97.9858322143555,14.2822,1.00092995166779,1.02749001979828,1.24814999103546,6630.0,,7166553.0,75.1853658536585,1.43,12.0,3.737260103225708,5.301089763641357
RS,Europe,2014,,18126.0,102.578323364258,14.36068,1.00448000431061,1.02216994762421,1.23605000972748,6450.0,,7131787.0,75.3365853658537,1.46,12.0,3.670609951019287,5.794750213623047
RS,Europe,2015,,18318.0,101.916572570801,14.55158,0.997749984264374,1.01440000534058,1.25143003463745,6210.0,43.65488,7095383.0,75.2878048780488,1.46,12.0,4.125629901885986,5.71930980682373
RS,Europe,2016,3.63470005989075,18771.0,100.082527160645,14.64188,0.997990012168884,1.01317000389099,1.23961997032166,5920.0,,7058322.0,75.6878048780488,1.46,12.0,4.256219863891602,5.973529815673828
RS,Europe,2017,3.71016001701355,18829.0,100.613647460938,14.76615,1.00095999240875,1.00784003734589,1.26119005680084,5810.0,,7020858.0,75.5390243902439,1.49,12.0,4.434810161590576,6.185540199279785
RS,Europe,2018,3.58231997489929,18664.0,98.266227722168,14.73747,1.0003000497818,1.00980997085571,1.27599000930786,6700.0,,6982604.0,75.890243902439,1.49,12.0,4.434909820556641,6.124619960784912
RS,Europe,2019,3.61647009849548,18754.0,98.3631286621094,14.65697,0.999010026454926,1.01077997684479,1.28032994270325,7380.0,,6945235.0,75.9365853658537,1.52,12.0,4.60621976852417,5.484739780426025
RS,Europe,2020,,18851.0,98.6887817382812,,0.998870015144348,1.01481997966766,1.28644001483917,7790.0,,6899126.0,74.4780487804878,1.48,12.0,4.719220161437988,6.325900077819824
RS,Europe,2021,3.29867005348206,18501.0,98.6582412719727,,1.00295996665955,1.01750004291534,1.29992997646332,8890.0,,6834326.0,72.780487804878,1.52,12.0,4.512879848480225,6.359200000762939
RS,Europe,2022,3.23938989639282,18616.0,97.99755859375,,,,1.30448997020721,9790.0,,6664449.0,75.2365853658537,1.59,12.0,4.610330104827881,5.984620094299316
RU,Europe,2013,3.76382994651794,285029.0,94.7592391967773,14.75538,1.00546002388,0.983479976654053,1.18376004695892,15160.0,,143805638.0,70.5787804878049,1.707,11.0,,0.6833599805831909
RU,Europe,2014,4.01387977600098,289051.0,95.0102615356445,14.77152,1.00671994686127,0.977429986000061,1.15725994110107,14590.0,,144237223.0,70.7436585365854,1.75,11.0,3.049669981002808,0.7994700074195862
RU,Europe,2015,3.83402991294861,296994.0,97.3412780761719,15.1291,1.00792002677917,0.97680002450943,1.16147994995117,11740.0,,144640716.0,71.1834146341463,1.777,11.0,3.434720039367676,0.8708599805831909
RU,Europe,2016,3.76044011116028,300639.0,94.9354095458984,15.20601,1.00600004196167,0.982789993286133,1.14856994152069,9680.0,,145015460.0,71.6512195121951,1.762,11.0,3.942739963531494,0.9269800186157228
RU,Europe,2017,4.68990993499756,309219.0,,15.02735,0.995299994945526,0.975179970264435,1.15339994430542,9160.0,,145293260.0,72.4514634146342,1.621,11.0,4.258080005645752,0.970300018787384
RU,Europe,2018,4.67819976806641,321587.0,99.5994873046875,15.70724,0.989109992980957,0.970380008220673,1.15362000465393,10180.0,,145398106.0,72.6621951219512,1.579,11.0,4.544069766998291,0.9969800114631652
RU,Europe,2019,3.69561433792114,,100.024337768555,,0.990400016307831,0.972750008106232,1.15309000015259,11190.0,,145453291.0,73.0839024390244,1.504,11.0,4.965320110321045,0.9297800064086914
RU,Europe,2020,4.01641845703125,325500.0,,,,,1.14408004283905,10660.0,,145245148.0,71.3387804878049,1.505,11.0,11.2719898223877,1.429790019989014
RU,Europe,2021,3.99480700492859,327198.0,,,,,1.14237999916077,11720.0,,144746762.0,69.900243902439,1.505,11.0,8.107709884643555,1.552160024642944
RU,Europe,2022,4.05402755737305,328588.0,,,,,1.1070100069046,12810.0,,144236933.0,72.5456097560976,1.416,11.0,8.487859725952148,1.585669994354248
RW,Africa,2013,4.7421498298645,40159.0,58.8075218200684,11.51414,1.02392995357513,1.07623994350433,0.783529996871948,710.0,6.54429,11093340.0,64.651,4.136,6.0,0.9556499719619752,8.648480415344238
RW,Africa,2014,4.19644021987915,41193.0,64.2973022460938,11.45512,1.02469003200531,1.09551000595093,0.820379972457886,720.0,,11364757.0,65.088,4.117,6.0,0.9276000261306764,8.091440200805664
RW,Africa,2015,3.64711999893188,42005.0,63.1980590820312,11.09285,1.01361000537872,1.08518004417419,0.777480006217957,740.0,5.54209,11640022.0,65.419,4.108,6.0,0.9684399962425232,6.386879920959473
RW,Africa,2016,3.43483996391296,43558.0,67.745002746582,11.49982,0.99879002571106,1.09850001335144,0.767970025539398,730.0,5.47035,11919183.0,65.733,4.106,6.0,0.7257599830627441,5.694039821624756
RW,Africa,2017,3.1247398853302,43906.0,76.0721817016602,11.49604,0.992640018463135,1.12241005897522,0.887170016765594,720.0,,12202060.0,66.14,4.084,9.0,1.72953999042511,5.897570133209229
RW,Africa,2018,3.07375001907349,42073.0,84.2233428955078,11.18666,0.986310005187988,1.12419998645782,0.796370029449463,770.0,4.25557,12487996.0,66.354,4.047,9.0,4.031010150909424,6.65792989730835
RW,Africa,2019,3.23868060112,43878.0,95.9773025512695,11.23097,0.979759991168976,1.1319500207901,0.82098001241684,820.0,,12776103.0,66.691,3.985,9.0,3.637979984283447,7.76692008972168
RW,Africa,2020,3.33394289016724,,,,,,0.7846400141716,770.0,,13065837.0,66.953,3.913,9.0,4.202469825744629,6.989850044250488
RW,Africa,2021,5.58984994888306,60666.0,95.4018173217773,,0.993879973888397,1.1450400352478,0.784991860389709,840.0,,13355260.0,66.85,3.841,9.0,,
RW,Africa,2022,4.74623012542725,63046.0,,,,,0.759370028972626,940.0,,13651030.0,67.528,3.778,9.0,4.534599781036377,7.165239810943604
SA,Asia,2013,,344836.0,98.3157119750977,,0.97460001707077,,1.3183399438858,28150.0,,27624004.0,76.517,2.67,12.0,4.580780029296875,5.528570175170898
SA,Asia,2014,,347349.0,,,0.970390021800995,,1.29963004589081,28440.0,,28309273.0,77.116,2.68,12.0,4.7953200340271,5.626780033111572
SA,Asia,2015,,320731.0,,,1.03095996379852,0.975489974021912,1.26646995544434,25840.0,,29816382.0,77.776,2.63,12.0,4.783249855041504,5.646059989929199
SA,Asia,2016,,286923.0,,16.13575,0.99074000120163,0.920750021934509,1.21495997905731,23220.0,,30954198.0,78.354,2.65,12.0,4.921840190887451,5.56309986114502
SA,Asia,2017,,264175.0,100.329742431641,15.63002,1.01428997516632,0.900870025157928,1.14304995536804,22320.0,,30977355.0,78.721,2.67,12.0,4.660799980163574,5.012969970703125
SA,Asia,2018,,238784.0,101.868621826172,15.67513,1.01145005226135,0.943440020084381,1.12967002391815,25550.0,,30196281.0,78.75,2.67,12.0,4.565100193023682,4.778210163116455
SA,Asia,2019,,231117.0,98.5084915161133,16.02644,1.01504004001617,0.904990017414093,1.11390995979309,27720.0,,30063799.0,78.313,2.49,12.0,4.429100036621094,4.05935001373291
SA,Asia,2020,,248318.0,96.2086486816406,,1.01923000812531,0.928040027618408,1.14408004283905,25640.0,,31552510.0,77.596,2.27,12.0,4.30580997467041,3.681449890136719
SA,Asia,2021,,239942.0,96.4636306762695,,1.01462996006012,0.961070001125336,1.05569005012512,28190.0,,30784383.0,77.089,2.17,12.0,4.030910015106201,3.172300100326538
SA,Asia,2022,,234751.0,120.119132995605,,,,1.11363995075226,31120.0,,32175224.0,77.31,2.14,12.0,4.126790046691895,2.815799951553345
SC,Africa,2013,3.61840009689331,661.0,107.839996337891,13.38127,1.02155995368958,1.09528994560242,1.56780004501343,12350.0,12.8518,89949.0,73.119512195122,2.26,10.0,0.0,198.5906982421875
SC,Africa,2014,3.95247006416321,662.0,120.41667175293,14.26441,1.01517999172211,1.05227994918823,1.61321997642517,13340.0,15.84963,91359.0,73.2292682926829,2.25,10.0,0.0,93.42748260498048
SC,Africa,2015,4.91460990905762,654.0,123.267753601074,14.19938,1.03042995929718,1.07266998291016,1.54679000377655,14750.0,,93419.0,74.2951219512195,2.31,10.0,0.0,40.18973159790039
SC,Africa,2016,4.0213098526001,644.0,128.523773193359,14.10878,1.03249001502991,1.1086699962616,1.53395998477936,15630.0,14.19805,94677.0,74.309756097561,2.39,11.0,0.0,41.27001190185547
SC,Africa,2017,4.23536539077759,644.0,140.545806884766,13.89397,1.05167996883392,1.11833000183105,1.64388000965118,16180.0,,95843.0,74.3,2.41,11.0,0.0,36.97549057006836
SC,Africa,2018,4.35177803039551,639.0,128.931365966797,14.14966,1.05868005752563,1.06833004951477,1.66454005241394,17620.0,,96762.0,72.8414634146341,2.41,11.0,0.0,49.25873184204102
SC,Africa,2019,4.05055141448975,636.0,150.456848144531,14.19275,1.04867005348206,1.06480002403259,1.6085000038147,18700.0,,97625.0,74.0463414634146,2.36,11.0,0.0,49.71646881103516
SC,Africa,2020,4.89120054244995,623.0,127.827499389648,,1.04321002960205,1.08508002758026,1.60198998451233,15400.0,,98462.0,77.2365853658537,2.29,11.0,0.0,68.6845932006836
SC,Africa,2021,5.62358999252319,589.0,156.167175292969,,1.03125,1.08906996250153,1.70807003974915,14950.0,,99258.0,73.3975609756097,2.46,11.0,0.0,54.53020858764648
SC,Africa,2022,4.74013519287109,609.0,99.8705520629883,,,,1.52188003063202,15000.0,,119878.0,73.7024390243903,2.01,11.0,0.0,54.53054809570313
SD,Africa,2013,,,60.724681854248,7.4913,0.896939992904663,0.943199992179871,1.1007000207901,1060.0,,37785849.0,63.443,4.965,8.0,,1.542799949645996
SD,Africa,2014,,,61.4608383178711,7.52345,0.922789990901947,0.908959984779358,1.0557199716568,1130.0,,38823318.0,63.99,4.912,8.0,,1.843140006065369
SD,Africa,2015,,,63.0447692871094,7.60984,0.913160026073456,0.984889984130859,1.01068997383118,1180.0,,40024431.0,64.375,4.898,11.0,,1.951509952545166
SD,Africa,2016,,,64.1716232299805,,0.93247002363205,0.980069994926453,,1140.0,,41259892.0,64.677,4.829,11.0,,
SD,Africa,2017,,,66.0720977783203,,0.940039992332459,1.01432001590729,,1010.0,,42714306.0,65.146,4.761,11.0,,
SD,Africa,2018,,,66.5688934326172,,0.93164998292923,1.02030003070831,,810.0,,44230596.0,65.501,4.681,11.0,,
SD,Africa,2019,,,,,,,,720.0,,45548175.0,65.803,4.617,11.0,,
SD,Africa,2020,,,,,,,,600.0,,46789231.0,65.124,4.542,11.0,,
SD,Africa,2021,,,,,,,,620.0,,48066924.0,64.46,4.457,11.0,,
SD,Africa,2022,,,,,,,,720.0,,49383346.0,65.695,4.384,11.0,,
SE,Europe,2013,7.61120986938477,62105.0,99.4616165161133,18.07908,1.05919003486633,1.13380002975464,1.3574800491333,61530.0,22.22538,9600379.0,81.9560975609756,1.89,12.0,5.826119899749756,4.135859966278076
SE,Europe,2014,7.57372999191284,63467.0,99.2604522705078,18.19613,1.05586004257202,1.13521003723145,1.35119998455048,61350.0,21.88263,9696110.0,82.2536585365854,1.88,12.0,5.905539989471436,4.09492015838623
SE,Europe,2015,7.4439001083374,65459.0,99.3150405883789,18.5686,1.0417799949646,1.14045000076294,1.34992003440857,57910.0,21.33574,9799186.0,82.2048780487805,1.85,12.0,6.223680019378662,4.061369895935059
SE,Europe,2016,7.61861991882324,66918.0,99.6898574829102,18.83243,1.02603995800018,1.11816000938416,1.35764002799988,53980.0,21.74093,9923085.0,82.3073170731707,1.85,12.0,6.576680183410645,4.063829898834229
SE,Europe,2017,7.56883001327515,70389.0,100.069061279297,19.48234,1.01347994804382,1.06608998775482,1.36866998672485,52330.0,,10057698.0,82.409756097561,1.78,12.0,6.742519855499268,3.880970001220703
SE,Europe,2018,7.64084005355835,69249.0,99.8755111694336,19.69102,1.01763999462128,1.06579005718231,1.38887000083923,55090.0,,10175214.0,82.5585365853659,1.76,12.0,7.171080112457275,3.706120014190674
SE,Europe,2019,7.63851022720337,70395.0,98.9591598510742,,1.03957998752594,1.06784999370575,1.40279996395111,56230.0,,10278887.0,83.109756097561,1.71,12.0,7.151649951934814,3.766769886016846
SE,Europe,2020,7.92561006546021,70956.0,99.6735229492188,,1.0529899597168,1.08490002155304,1.41598999500275,54670.0,,10353442.0,82.3560975609756,1.67,12.0,7.042669773101807,3.333379983901978
SE,Europe,2021,7.57219982147217,70777.0,99.819221496582,,,,1.42637002468109,60530.0,,10415811.0,83.0560975609756,1.67,12.0,6.640570163726807,2.860059976577759
SE,Europe,2022,,71262.0,99.8903274536133,,,,1.42479002475739,62630.0,,10486941.0,83.0585365853659,1.53,12.0,7.004079818725586,2.949579954147339
SG,Asia,2013,2.85435009002686,,,,0.990837812423706,,,54470.0,,5399162.0,82.2463414634147,1.19,0.0,,
SG,Asia,2014,2.92436671257019,14683.0,,,0.982852756977081,,,56380.0,,5469724.0,82.4951219512195,1.25,0.0,,
SG,Asia,2015,2.86309337615967,14914.0,,,0.981656908988953,,,53160.0,,5535002.0,82.7439024390244,1.24,0.0,,
SG,Asia,2016,2.87133049964905,15734.0,99.7892684936523,16.31658,0.998440027236938,0.993179976940155,1.1403900384903,53310.0,,5607283.0,82.8463414634146,1.2,0.0,,
SG,Asia,2017,2.75684809684753,15969.0,99.2582397460938,16.44088,0.998929977416992,0.989619970321655,1.13441002368927,54920.0,17.51811,5612253.0,83.0951219512195,1.16,0.0,,
SG,Asia,2018,2.85660004615784,16294.0,99.9218292236328,16.51959,0.999279975891113,0.990400016307831,1.13104999065399,56550.0,,5638676.0,83.2975609756098,1.14,0.0,,
SG,Asia,2019,2.72951006889343,16545.0,98.0779495239258,,0.9998499751091,0.991940021514893,1.11856997013092,58810.0,,5703569.0,83.5951219512195,1.14,0.0,,
SG,Asia,2020,2.6869900226593,16725.0,101.401397705078,,0.999549984931946,0.990890026092529,1.10066998004913,55290.0,,5685807.0,83.5439024390244,1.1,0.0,,
SG,Asia,2021,2.82470989227295,16925.0,100.557983398438,,,,1.09908998012543,64970.0,,5453566.0,83.0926829268293,1.12,0.0,,
SG,Asia,2022,2.48891997337341,16793.0,99.6337432861328,,,,1.09790003299713,66970.0,,5637022.0,82.8951219512195,1.04,0.0,,
SI,Europe,2013,5.4057297706604,6468.0,97.2837677001953,17.70854,1.00674998760223,1.00523996353149,1.30429995059967,23300.0,28.4376,2059953.0,80.3219512195122,1.55,13.0,2.623179912567139,2.677390098571777
SI,Europe,2014,5.29169988632202,6666.0,97.4994506835938,17.33702,1.00461995601654,1.00680005550385,1.30392003059387,23630.0,27.30189,2061980.0,81.0780487804878,1.58,13.0,2.746570110321045,2.765110015869141
SI,Europe,2015,4.90953016281128,6836.0,98.2454223632812,17.29199,1.00743997097015,1.01192998886108,1.31642997264862,22270.0,24.55179,2063531.0,80.7756097560976,1.57,13.0,2.749490022659302,3.187319993972778
SI,Europe,2016,4.79266977310181,8663.0,96.5641937255859,17.50057,1.00739002227783,1.02657997608185,1.30382001399994,21790.0,23.5703,2065042.0,81.1756097560976,1.58,13.0,3.31072998046875,3.582240104675293
SI,Europe,2017,4.78053998947144,,97.4674072265625,17.57206,1.00328004360199,1.02468001842499,1.30157005786896,22170.0,,2066388.0,81.0292682926829,1.62,13.0,3.884500026702881,4.17825984954834
SI,Europe,2018,4.93455982208252,,97.7957229614258,17.59638,1.00137996673584,1.02427005767822,1.31119000911713,24650.0,,2073894.0,81.3780487804878,1.6,13.0,4.468599796295166,4.178609848022461
SI,Europe,2019,4.89153003692627,,97.251953125,,0.99838000535965,1.01936995983124,1.33654999732971,26040.0,,2088385.0,81.5292682926829,1.61,13.0,6.673160076141357,5.986390113830566
SI,Europe,2020,5.38373994827271,,96.7955780029297,,0.998000025749207,1.01568996906281,1.34552001953125,25460.0,,2102419.0,80.5317073170732,1.59,13.0,7.785950183868408,4.235179901123047
SI,Europe,2021,5.36526012420654,,97.1798477172852,,,,1.35020005702972,28360.0,,2108079.0,80.6756097560976,1.64,13.0,9.198969841003418,3.691260099411011
SI,Europe,2022,,,97.2507629394531,,,,1.34018003940582,29580.0,,2112076.0,81.2829268292683,1.55,13.0,9.45847988128662,3.720180034637451
SK,Europe,2013,4.06895017623901,14050.0,94.7903213500977,14.9328,0.985570013523102,1.01705002784729,1.35176002979279,18260.0,20.03757,5413393.0,76.4121951219512,1.34,13.0,4.859620094299316,15.84792041778564
SK,Europe,2014,4.21589994430542,14030.0,93.0049591064453,14.80398,0.990450024604797,1.01145005226135,1.35183000564575,18330.0,19.88464,5418649.0,76.8121951219512,1.37,13.0,5.613739967346191,16.20299911499023
SK,Europe,2015,4.57843017578125,14182.0,93.8534393310547,14.67734,0.992009997367859,1.01048004627228,1.34932005405426,17750.0,21.6772,5423801.0,76.5634146341463,1.4,13.0,5.898369789123535,17.09155082702637
SK,Europe,2016,3.90078997612,14447.0,93.7168502807617,14.5318,0.988650023937225,1.01076996326447,1.34275996685028,16830.0,20.8158,5430798.0,77.1658536585366,1.48,13.0,6.021039962768555,19.11005020141602
SK,Europe,2017,3.93220996856689,14507.0,94.3130111694336,14.48704,0.994229972362518,1.01212000846863,1.34546005725861,16660.0,,5439232.0,77.1658536585366,1.52,13.0,6.897880077362061,20.79801940917969
SK,Europe,2018,3.95290994644165,14624.0,92.1258010864258,14.48058,0.996760010719299,1.0118499994278,1.33836996555328,18390.0,,5446771.0,77.2658536585366,1.54,13.0,8.028550148010254,21.77224922180176
SK,Europe,2019,4.27311992645264,14949.0,91.5193023681641,,0.99533998966217,1.01339995861053,1.33685994148254,19210.0,,5454147.0,77.6658536585366,1.57,13.0,9.040619850158691,15.70882034301758
SK,Europe,2020,4.76427984237671,14949.0,96.8190612792969,,0.996540009975433,1.01170003414154,1.32714998722076,19250.0,,5458827.0,76.8658536585366,1.59,13.0,10.29860973358154,22.37360000610352
SK,Europe,2021,4.79718017578125,14857.0,92.1480178833008,,,,1.32247996330261,20660.0,,5447247.0,74.6146341463415,1.63,13.0,10.97224998474121,22.09700965881348
SK,Europe,2022,,18690.0,95.2156982421875,,,,1.33210003376007,22090.0,,5431752.0,76.9658536585366,1.57,13.0,11.9056396484375,21.60161972045898
SL,Africa,2013,2.3798131942749,37317.0,60.4438705444336,,1.00134003162384,0.874719977378845,,1060.0,6.14009,6714051.0,54.051,4.873,9.0,,
SL,Africa,2014,2.66290760040283,,,,,,,1140.0,,6876385.0,54.281,4.703,9.0,,
SL,Africa,2015,,40303.0,59.0543556213379,,1.01415002346039,0.878440022468567,,900.0,,7037655.0,55.454,4.548,9.0,,
SL,Africa,2016,2.91133999824524,37837.0,68.672119140625,,1.01101005077362,0.924759984016418,,880.0,5.66124,7205328.0,56.937,4.466,9.0,,
SL,Africa,2017,4.66086006164551,37703.0,69.0544815063477,,1.01891005039215,0.965510010719299,,840.0,4.75965,7379299.0,57.761,4.389,9.0,,
SL,Africa,2018,6.98962783813477,49768.0,80.0164184570312,,1.03486001491547,,,830.0,12.36935,7554563.0,59.059,4.294,9.0,,
SL,Africa,2019,7.44701194763184,47738.0,81.6615905761719,,1.02634000778198,,,850.0,,7731991.0,59.593,4.192,9.0,,
SL,Africa,2020,8.80954837799072,46677.0,85.2825927734375,,1.03372001647949,,,840.0,,7912558.0,59.694,4.08,9.0,,
SL,Africa,2021,9.44223594665527,43747.0,95.4376373291016,,1.0385799407959,,,890.0,,8094602.0,60.26,3.978,9.0,,
SL,Africa,2022,8.5391845703125,48414.0,99.4386901855469,,,,,920.0,,8276807.0,61.275,3.876,9.0,,
SM,Europe,2013,3.26723527908325,238.0,,,,,,,,33041.0,84.175,1.483,13.0,,
SM,Europe,2014,3.19357633590698,227.0,,,,,,,,32655.0,84.394,1.259,13.0,,
SM,Europe,2015,3.11914277076721,233.0,,,,,,,,32897.0,84.596,1.196,13.0,,
SM,Europe,2016,3.3372015953064,,,,,,,,,33101.0,84.775,1.127,13.0,,
SM,Europe,2017,3.36997008323669,,,,,,,40010.0,,33825.0,84.933,1.054,13.0,,
SM,Europe,2018,3.55516004562378,245.0,95.1428604125977,13.04993,1.05350005626678,0.901120007038116,0.767260015010834,41800.0,,34522.0,85.095,1.077,13.0,91.06900787353516,128.5099792480469
SM,Europe,2019,3.37969994544983,243.0,93.931396484375,13.096,1.07912003993988,0.935500025749207,0.802290022373199,43770.0,,34663.0,85.257,1.096,13.0,87.92497253417969,1125.691772460938
SM,Europe,2020,3.4246199131012,252.0,96.2427673339844,,0.975539982318878,0.956520020961761,0.826099991798401,40570.0,,34770.0,82.65,1.113,13.0,88.47779846191406,119.2188415527344
SM,Europe,2021,3.10892009735107,244.0,94.0379409790039,,0.991320013999939,0.942740023136139,0.866370022296906,48190.0,,34252.0,83.539,1.125,13.0,85.41871643066406,52.33945846557617
SM,Europe,2022,3.43181848526001,243.0,93.4285736083984,,,,0.836019992828369,53930.0,,33755.0,85.708,1.136,13.0,85.5659408569336,53.13404083251953
SN,Africa,2013,5.68656015396118,57232.0,60.4651908874512,9.03483,1.11834001541138,0.96850997209549,0.587249994277954,1350.0,15.07399,13710849.0,65.638,5.049,11.0,13.83742046356201,8.42926025390625
SN,Africa,2014,5.72907018661499,59780.0,60.9127883911133,9.2793,1.11968994140625,0.995779991149902,0.594349980354309,1370.0,14.66828,14152102.0,66.001,4.884,11.0,14.69561004638672,8.537480354309082
SN,Africa,2015,5.45637989044189,61620.0,59.0049781799316,9.27044,1.11953997612,1.02227377891541,0.603070020675659,1310.0,13.74234,14593331.0,66.451,4.751,11.0,15.79401969909668,8.567370414733887
SN,Africa,2016,5.11309003829956,,,,1.09642195701599,,0.599979996681213,1270.0,11.80185,15034521.0,66.724,4.648,11.0,8.120800018310547,8.36793041229248
SN,Africa,2017,4.74007987976074,,,,1.10675466060638,,0.6076700091362,1270.0,,15475002.0,67.059,4.489,11.0,8.322930335998535,7.914460182189941
SN,Africa,2018,5.11019992828369,,,,1.11765468120575,,0.683369994163513,1390.0,10.90433,15914498.0,67.379,4.294,11.0,7.808889865875244,7.536349773406982
SN,Africa,2019,5.03527021408081,64577.0,61.5962104797363,8.84401,1.14191997051239,1.13162004947662,0.756099998950958,1430.0,,16352922.0,67.668,4.1,11.0,7.596549987792969,7.73429012298584
SN,Africa,2020,5.6869797706604,66447.0,61.4603805541992,,1.15101003646851,1.16217994689941,0.787230014801025,1440.0,,16789219.0,67.496,4.003,11.0,7.046450138092041,7.636750221252441
SN,Africa,2021,5.61201000213623,67548.0,63.5550918579102,,1.16403996944427,1.2002899646759,0.919579982757568,1530.0,,17220867.0,66.868,3.936,11.0,6.282599925994873,7.258969783782959
SN,Africa,2022,5.98753976821899,72281.0,57.2280006408691,,,,0.972779989242554,1590.0,,17651103.0,67.788,3.864,10.0,6.015820026397705,6.92087984085083
SO,Africa,2013,,,,,,,,340.0,,12869594.0,54.016,7.14,,,
SO,Africa,2014,,,,,,,,410.0,,13339491.0,54.442,7.061,,,
SO,Africa,2015,,,,,,,,440.0,,13806963.0,55.056,6.975,,,
SO,Africa,2016,,,,,,,,450.0,,14348740.0,55.283,6.878,,,
SO,Africa,2017,,,,,,,,500.0,,14916629.0,52.19,6.766,,,
SO,Africa,2018,,,,,,,,510.0,,15452487.0,54.767,6.662,,,
SO,Africa,2019,,,,,,,,520.0,,16030971.0,57.249,6.56,,,
SO,Africa,2020,,,,,,,,500.0,,16651191.0,57.095,6.453,,,
SO,Africa,2021,,,,,,,,540.0,,17271431.0,55.703,6.353,,,
SO,Africa,2022,,,,,,,,570.0,,17801897.0,53.931,6.255,,,
SS,Africa,2013,1.02450001239777,,,,,,,1080.0,,11166275.0,58.285,4.939,8.0,,
SS,Africa,2014,1.23246002197266,,,,,,,1170.0,,11235073.0,45.625,4.818,8.0,,
SS,Africa,2015,1.46555995941162,27248.0,20.5547866821289,,0.707799971103668,0.536710023880005,,1050.0,,11107561.0,39.757,4.695,8.0,,
SS,Africa,2016,1.56539225578308,,,,,,0.71842747926712,,4.57838,10830102.0,36.72,4.579,8.0,,
SS,Africa,2017,,,,,,,,,,10259154.0,35.351,4.483,8.0,,
SS,Africa,2018,,,,,,,0.30948343873024,,,10122977.0,51.905,4.37,8.0,,
SS,Africa,2019,,,,,,,,,,10423384.0,58.129,4.26,8.0,,
SS,Africa,2020,,,,,,,,,,10698467.0,57.648,4.16,8.0,,
SS,Africa,2021,,,,,,,,,,10865780.0,57.047,4.047,8.0,,
SS,Africa,2022,,,,,,,,,,11021177.0,57.203,3.964,8.0,,
